,worker_id,english_first_language_x,rev_id_x,toxicity,toxicity_score,english_first_language_y,rev_id_y,aggression,aggression_score,gender,english_first_language,age_group,education
84,160,0.0,289373846.77253217,0.30257510729613735,-0.06866952789699571,0.0,293540677.38235295,0.21507352941176472,-0.20588235294117646,female,0,30-45,hs
85,162,1.0,305733438.602537,0.24101479915433405,-0.26849894291754756,0.0,301655026.640625,0.1171875,-0.029296875,female,1,18-30,bachelors
86,163,0.0,296608470.2748691,0.12827225130890052,-0.09162303664921466,0.0,297446872.973913,0.26956521739130435,-0.3753623188405797,male,0,30-45,professional
87,164,0.0,308899132.1221532,0.09730848861283643,0.6211180124223602,0.0,289309499.4130758,0.27191679049034173,-0.3967310549777117,female,0,30-45,bachelors
88,166,0.0,324194093.73707867,0.18651685393258427,0.22696629213483147,0.0,306255795.5650447,0.09731876861966236,-0.18768619662363456,female,0,18-30,bachelors
89,167,0.0,300679878.8212058,0.12474012474012475,-0.08731808731808732,0.0,299251883.36175394,0.1900121802679659,-0.14859926918392205,female,0,30-45,bachelors
90,168,0.0,305020808.4112554,0.1277056277056277,-0.0021645021645021645,0.0,299157007.2022472,0.11910112359550562,-0.0022471910112359553,male,0,18-30,bachelors
91,173,1.0,309209237.8358209,0.4298507462686567,0.11044776119402985,1.0,306181387.1944444,0.2857142857142857,0.13095238095238096,male,1,30-45,bachelors
92,176,0.0,292765965.3041667,0.18958333333333333,0.3541666666666667,0.0,298923568.017017,0.13213213213213212,-0.12012012012012012,male,0,45-60,hs
93,177,0.0,290870166.9004329,0.14935064935064934,0.23593073593073594,0.0,289650075.8308751,0.17699115044247787,-0.27335299901671584,male,0,18-30,masters
94,180,0.0,280101774.48851776,0.11482254697286012,0.6200417536534447,0.0,294326225.9435173,0.16174582798459564,-0.14762516046213095,male,0,30-45,professional
95,181,0.0,297751704.9002079,0.20374220374220375,0.19750519750519752,0.0,311780534.24795324,0.05847953216374269,-0.056140350877192984,male,0,30-45,bachelors
96,183,0.0,289235608.37472767,0.19825708061002179,0.16122004357298475,0.0,294125711.2702381,0.24523809523809523,-0.3,male,0,18-30,professional
97,186,0.0,302662548.49068326,0.2443064182194617,0.4782608695652174,0.0,298126704.74093264,0.22107081174438686,-0.33506044905008636,male,0,18-30,bachelors
98,188,0.0,295412698.4764045,0.14831460674157304,-0.06741573033707865,1.0,308494979.5558282,0.13006134969325153,-0.029447852760736196,male,0,18-30,hs
99,189,0.0,305234471.49435663,0.10158013544018059,0.6568848758465011,0.0,304057004.84856397,0.660574412532637,-1.681462140992167,male,0,30-45,professional
100,190,0.0,315938597.82441115,0.1006423982869379,0.7516059957173448,0.0,308920833.18568665,0.11411992263056092,-0.0029013539651837525,female,0,18-30,bachelors
101,193,0.0,310702248.52182955,0.15176715176715178,0.4594594594594595,0.0,299749305.829932,0.1467444120505345,-0.1292517006802721,female,0,30-45,masters
102,196,0.0,309669895.75877196,0.18859649122807018,0.6096491228070176,0.0,306412051.1509716,0.07623318385650224,-0.11883408071748879,male,0,30-45,hs
103,198,0.0,304912011.1842752,0.07125307125307126,0.16461916461916462,0.0,274611233.2645349,0.1686046511627907,-0.00872093023255814,male,0,18-30,hs
104,200,0.0,292884874.9631236,0.052060737527114966,0.05639913232104121,0.0,310252156.9666065,0.13086642599277978,-0.3203971119133574,male,0,30-45,professional
105,206,0.0,305002222.9166667,0.13333333333333333,0.5333333333333333,0.0,295054894.50259066,0.17875647668393782,-0.22020725388601037,female,0,45-60,professional
106,208,0.0,307145828.7398721,0.2537313432835821,0.4669509594882729,1.0,292202189.7813954,0.23953488372093024,-0.2802325581395349,male,0,18-30,hs
107,209,0.0,290089365.2419006,0.2678185745140389,0.06263498920086392,0.0,297551178.6743421,0.21710526315789475,0.4506578947368421,female,0,30-45,bachelors
108,210,0.0,299415346.38075316,0.10460251046025104,0.04602510460251046,1.0,300369184.47146404,0.15384615384615385,0.34491315136476425,male,0,18-30,bachelors
109,211,0.0,298844209.25159913,0.232409381663113,-0.05970149253731343,0.0,297947506.099,0.088,-0.108,female,0,18-30,masters
110,212,0.0,310083847.99571735,0.24839400428265523,0.27194860813704497,0.0,297827664.6295987,0.1346153846153846,-0.27424749163879597,male,0,30-45,masters
111,213,0.0,297272045.25944585,0.10831234256926953,0.6750629722921915,0.0,312358183.30588233,0.14823529411764705,-0.13411764705882354,male,0,18-30,bachelors
112,214,0.0,327397963.62114537,0.22466960352422907,-0.16740088105726872,0.0,295954897.79268295,0.21689895470383275,-0.25261324041811845,female,0,18-30,masters
113,215,0.0,301576428.5280172,0.1896551724137931,-0.10775862068965517,0.0,318499827.0243902,0.1406025824964132,-0.13773314203730272,female,0,30-45,hs
114,217,0.0,300131331.52747256,0.11648351648351649,0.5142857142857142,0.0,305304189.91751087,0.13675832127351664,-0.2662807525325615,male,0,30-45,bachelors
115,221,0.0,304416144.78097343,0.1504424778761062,-0.011061946902654867,0.0,297510874.4516129,0.06682027649769585,-0.12211981566820276,female,0,30-45,masters
116,222,0.0,310117817.58064514,0.2880184331797235,0.22811059907834103,0.0,302572842.4152893,0.18801652892561985,-0.18801652892561985,male,0,18-30,bachelors
117,223,0.0,294652103.12873566,0.1724137931034483,0.45057471264367815,0.0,302394219.4717445,0.20147420147420148,-0.14987714987714987,male,0,18-30,professional
118,224,0.0,295379934.93333334,0.12873563218390804,0.664367816091954,0.0,300403843.25330395,0.10572687224669604,-0.21806167400881057,male,0,18-30,bachelors
119,225,0.0,296458683.11460674,0.21797752808988763,-0.07191011235955057,1.0,304866804.22047246,0.048556430446194225,-0.028871391076115485,male,0,30-45,professional
120,226,0.0,312093845.11926603,0.10550458715596331,-0.11697247706422019,1.0,311239155.7043919,0.13175675675675674,-0.12331081081081081,male,0,30-45,hs
121,228,0.0,312252775.9829787,0.17446808510638298,0.00425531914893617,0.0,310005526.0503212,0.1702355460385439,-0.4614561027837259,male,0,30-45,bachelors
122,229,0.0,304987167.6695096,0.2260127931769723,0.014925373134328358,0.0,298587189.3037383,0.15771028037383178,-0.2675233644859813,male,0,18-30,bachelors
123,230,0.0,303548270.5211864,0.12076271186440678,0.6313559322033898,0.0,311855920.73099416,0.3309941520467836,-0.6058479532163743,male,0,30-45,hs
124,232,0.0,317447354.15970516,0.11793611793611794,0.3857493857493858,0.0,297402822.8171123,0.14010695187165775,-0.13475935828877006,male,0,18-30,masters
125,235,0.0,295869452.4861751,0.0944700460829493,0.7211981566820277,1.0,313280526.2253521,0.18544600938967137,-0.2136150234741784,male,0,30-45,hs
126,237,0.0,286386538.80131006,0.13973799126637554,-0.019650655021834062,0.0,306623318.8871139,0.1799787007454739,-0.009584664536741214,male,0,18-30,hs
127,238,0.0,309341712.9004329,0.2077922077922078,0.05844155844155844,0.0,306018772.69473684,0.1871345029239766,-0.36140350877192984,male,0,45-60,masters
128,239,0.0,288704448.5597484,0.16142557651991615,0.15932914046121593,0.0,305517934.2777778,0.1690307328605201,-0.21394799054373523,male,0,30-45,masters
129,240,0.0,305294182.8669528,0.10515021459227468,-0.03648068669527897,0.0,312987070.0953347,0.23529411764705882,-0.40973630831643004,male,0,18-30,professional
130,245,0.0,317715579.91558444,0.17965367965367965,-0.08874458874458875,0.0,302835834.9825243,0.09223300970873786,-0.22815533980582525,female,0,30-45,bachelors
131,247,0.0,289501157.0081081,0.1891891891891892,0.3864864864864865,0.0,302371237.56650716,0.05837320574162679,-0.06124401913875598,male,0,18-30,hs
132,248,0.0,297953641.8552916,0.16630669546436286,0.34773218142548595,1.0,292043087.1135321,0.22821100917431192,-0.3956422018348624,male,0,45-60,hs
133,249,0.0,291772783.1698113,0.13417190775681342,-0.13626834381551362,0.0,308649639.4807692,0.11698717948717949,-0.16987179487179488,male,0,30-45,hs
134,250,0.0,298181741.6319444,0.1597222222222222,0.3888888888888889,0.0,326291149.87772924,0.17467248908296942,-0.13100436681222707,female,0,30-45,doctorate
135,251,0.0,285888204.8145161,0.16129032258064516,0.3548387096774194,1.0,298899954.1932773,0.1546218487394958,-0.23865546218487396,male,0,18-30,bachelors
136,252,0.0,296824254.51345754,0.08695652173913043,-0.055900621118012424,0.0,288900151.81737196,0.36525612472160357,-0.22048997772828507,male,0,30-45,bachelors
137,253,0.0,312264997.1858407,0.07300884955752213,0.046460176991150445,0.0,311918400.4718954,0.2457516339869281,-0.2823529411764706,male,0,18-30,bachelors
138,254,0.0,296451098.54347825,0.1608695652173913,0.16304347826086957,0.0,304575887.5593009,0.23470661672908863,-0.4893882646691635,male,0,18-30,hs
139,256,0.0,307357059.43886465,0.08078602620087336,0.008733624454148471,0.0,302338575.5737352,0.3078579117330463,-0.5252960172228203,male,0,18-30,bachelors
140,260,0.0,310993199.60171306,0.1905781584582441,0.5032119914346895,0.0,304159252.44760674,0.11901681759379043,0.056921086675291076,male,0,30-45,hs
141,261,0.0,299877818.78350514,0.0865979381443299,0.02268041237113402,0.0,287735662.71645796,0.07334525939177101,-0.09212880143112702,male,0,18-30,professional
142,262,0.0,314118808.1034483,0.15119363395225463,0.01856763925729443,0.0,302249702.5528169,0.061619718309859156,-0.10651408450704225,male,0,18-30,hs
143,263,0.0,290669260.16490483,0.12050739957716702,0.5940803382663847,0.0,313156575.1070984,0.19551681195516812,-0.17310087173100872,male,0,18-30,hs
144,265,0.0,316052198.77225673,0.16977225672877846,-0.022774327122153208,0.0,301440226.1351064,0.17446808510638298,-0.21063829787234042,female,0,18-30,masters
145,266,0.0,293601052.3525641,0.1623931623931624,0.10897435897435898,0.0,306003329.405,0.124,-0.019,male,0,18-30,bachelors
146,268,0.0,297220392.0,0.0891304347826087,0.7695652173913043,0.0,300295899.0949764,0.05886970172684458,-0.07142857142857142,male,0,18-30,bachelors
147,270,0.0,302373614.22943723,0.11688311688311688,0.11904761904761904,0.0,305653570.98674524,0.15095729013254786,-0.31885125184094254,male,0,18-30,bachelors
148,271,0.0,297438460.462141,0.13054830287206268,0.08877284595300261,1.0,304827780.3078677,0.24173318129988597,0.3990877993158495,male,0,18-30,professional
149,272,0.0,288650566.3119469,0.15486725663716813,0.4778761061946903,0.0,305661978.8413978,0.18548387096774194,-0.10618279569892473,female,0,30-45,hs
150,273,0.0,281381064.28601253,0.14613778705636743,0.10438413361169102,0.0,297528302.2054632,0.1876484560570071,0.505938242280285,male,0,30-45,masters
151,274,0.0,304873553.9486653,0.14168377823408623,0.41478439425051333,0.0,294467336.5876419,0.23581336696090793,-0.5977301387137453,male,0,30-45,masters
152,275,0.0,309859939.3086957,0.16304347826086957,0.4826086956521739,0.0,291195060.52063495,0.07301587301587302,0.09206349206349207,female,0,30-45,hs
153,277,0.0,308627851.8516129,0.13333333333333333,0.36989247311827955,0.0,305776223.6567358,0.17357512953367876,-0.27979274611398963,female,0,30-45,bachelors
154,278,0.0,297182875.35330576,0.16322314049586778,0.4524793388429752,0.0,304456948.5056818,0.11363636363636363,-0.04261363636363636,male,0,18-30,hs
155,281,0.0,308754762.86157024,0.15289256198347106,0.3347107438016529,0.0,294408554.4809417,0.16143497757847533,-0.27914798206278024,female,0,30-45,bachelors
156,282,0.0,295490141.5494506,0.2087912087912088,-0.13626373626373625,0.0,307349227.70408165,0.4744897959183674,-0.5782312925170068,male,0,45-60,masters
157,283,0.0,299547879.51086956,0.11956521739130435,0.6695652173913044,0.0,298237855.0801187,0.24777448071216618,-0.36053412462908013,male,0,30-45,professional
158,284,0.0,309430403.1504237,0.07838983050847458,0.15677966101694915,0.0,302876379.9355322,0.39430284857571213,-0.6611694152923538,male,0,18-30,bachelors
159,285,0.0,311373245.48041236,0.22061855670103092,-0.041237113402061855,1.0,303189599.8957935,0.124282982791587,0.4875717017208413,female,0,30-45,professional
160,286,1.0,303399925.40829694,0.2554585152838428,0.11572052401746726,0.0,301941194.65337765,0.2513842746400886,-0.23809523809523808,female,1,30-45,bachelors
161,290,0.0,300183869.6261062,0.09955752212389381,0.046460176991150445,0.0,310450306.64748204,0.28776978417266186,-0.35251798561151076,male,0,18-30,masters
162,291,0.0,312411324.5345912,0.11320754716981132,0.008385744234800839,0.0,314099337.1111111,0.3047304730473047,-0.49064906490649063,female,0,30-45,hs
163,293,1.0,307894283.321513,0.15602836879432624,0.05673758865248227,0.0,300019392.83413464,0.0985576923076923,-0.24158653846153846,male,1,18-30,bachelors
164,294,0.0,315700941.22939867,0.22717149220489977,-0.0334075723830735,0.0,298181631.2358771,0.21506442021803765,-0.10009910802775025,female,0,30-45,bachelors
165,295,0.0,312256694.84855235,0.2071269487750557,0.3051224944320713,1.0,295010202.4021025,0.2575558475689882,-0.22733245729303547,female,0,45-60,professional
166,296,0.0,300404262.04219407,0.1371308016877637,0.035864978902953586,0.0,294730308.45933014,0.04066985645933014,0.014354066985645933,male,0,18-30,hs
167,301,0.0,296869287.1727862,0.20302375809935205,0.5356371490280778,0.0,305597675.14888537,0.0963375796178344,-0.09235668789808917,male,0,18-30,bachelors
168,303,0.0,294138307.54112554,0.3528138528138528,0.09307359307359307,0.0,311423362.4761492,0.11535125758889853,-0.09887250650477017,male,0,30-45,bachelors
169,305,0.0,300513129.8927039,0.10944206008583691,0.6266094420600858,1.0,294524401.9201726,0.05717367853290183,-0.15641855447680691,male,0,18-30,bachelors
170,306,0.0,309905476.96103895,0.24675324675324675,0.487012987012987,0.0,304425860.11316395,0.2806004618937644,-0.09815242494226328,male,0,30-45,masters
171,307,0.0,295406643.29525864,0.22198275862068967,0.3900862068965517,0.0,308323802.26623374,0.12987012987012986,-0.19090909090909092,female,0,30-45,professional
172,308,0.0,303935659.92210525,0.22105263157894736,0.28421052631578947,0.0,313203235.94833153,0.1356297093649085,-0.16146393972012918,male,0,18-30,professional
173,310,0.0,291522869.4310345,0.15732758620689655,0.34051724137931033,0.0,294983409.654321,0.09700176366843033,1.2592592592592593,male,0,45-60,hs
174,311,0.0,291948635.62309366,0.18736383442265794,-0.08278867102396514,0.0,307643669.84681374,0.08823529411764706,-0.12377450980392157,male,0,30-45,bachelors
175,313,0.0,300817135.93415636,0.29835390946502055,0.29835390946502055,0.0,282762065.915078,0.2772963604852686,-0.20797227036395147,male,0,18-30,hs
176,314,0.0,284372838.59314775,0.2676659528907923,-0.027837259100642397,0.0,303859185.96604216,0.2224824355971897,-0.29508196721311475,female,0,18-30,bachelors
177,316,0.0,305567146.5904366,0.13513513513513514,0.6091476091476091,0.0,303101930.88061464,0.2718676122931442,-0.3416075650118203,male,0,30-45,professional
178,321,0.0,302359180.92505354,0.11349036402569593,0.6595289079229122,0.0,308855227.4397099,0.14505893019038985,-0.2701722574796011,male,0,18-30,hs
179,322,0.0,294436138.05458516,0.13100436681222707,-0.015283842794759825,0.0,297722849.9828527,0.1940763834762276,-0.2579890880748246,female,0,30-45,hs
180,323,0.0,299214943.5445545,0.26485148514851486,-0.2103960396039604,0.0,308557008.6334842,0.09954751131221719,-0.1429864253393665,female,0,30-45,bachelors
